"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"publish", "computers", 0.9274, "undirected", " Identity Thieves Just Love Apple", "Former bank worker faces computer, ID theft charges - Fairfield Citizen", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "How to Defend Against Identity Theft This Tax Season - CNBC.com", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"publish", "identity", 0.8927, "undirected", "Have You Ever Been a Victim of Identity Theft? - Lifehacker", "Identity theft reaches three year high - CW39 NewsFix", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "LSC-Kingwood to host identity theft presentations - Your Houston News", "ID theft in LA jumps 37% - WWL First News"
"purchasing", "st", 0.8932, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune"
"purchasing", "operating", 0.8219, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "apple", 0.9565, "undirected", " Identity Thieves Just Love Apple", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig"
"purchasing", "term", 0.9581, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)"
"purchasing", "secret", 0.9456, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Brother of Brighton man accused of running identity theft ring now faces ... - Boston.com", "Share via e-mail - Boston Globe"
"purchasing", "display", 0.9383, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "PIN Problems: Fighting identity theft - WAFF", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "male", 0.9822, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)", "Riverside stolen car case leads to identity fraud arrests - abc7.com"
"purchasing", "wii", 0.9934, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"
"purchasing", "prescription", 0.9814, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Man Accused of Committing ID Theft to Purchase Painkillers - Patch.com", "Man Accused of Committing ID Theft to Purchase Painkillers - Patch.com"
"purchasing", "code", 0.9504, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)", "Robert Siciliano:  BillGuard: Grey Charges Equal Legal Fraud"
"purchasing", "transactions", 0.8228, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "LSO Investigating Two Cases of Identity Theft - 1011now", "Sturgis residents victims of identity theft - Rapid City Journal"
"purchasing", "ipad", 0.9680, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"purchasing", "street", 0.9840, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Identity Theft, Credit Card Fraud: Police Blotter - Patch.com", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com", "Police Log: Road Hazards, Flooding and Identity Theft - Patch.com"
"purchasing", "attorney", 0.9006, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)"
"purchasing", "degree", 0.9334, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer", "Man Arrested for Fraud, Identity Theft - Patch.com"
"purchasing", "login", 0.8671, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "vehicle", 0.9476, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Torrance police seek identity theft suspect - Daily Breeze", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com"
"purchasing", "visa", 0.8300, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "PIN Problems: Fighting identity theft - WAFF", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "debit", 0.7811, "undirected", "PIN Problems: Fighting identity theft - WAFF", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "name", 0.9537, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Jeanne Kelly:  Beware of This Common Creditor Error", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "pay", 0.9831, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "PIN Problems: Fighting identity theft - WAFF", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "site", 0.2119, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Program on identity theft set for Tuesday - Times Herald-Record", "MCSO searches for identity theft suspects at America's Taco Shop restaurants - ABC15.com (KNXV-TV)"
"purchasing", "corporation", 0.9731, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer"
"purchasing", "store", 0.9212, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)"
"purchasing", "accounts", 0.8406, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "LSO Investigating Two Cases of Identity Theft - 1011now"
"purchasing", "device", 0.9659, "undirected", "Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig"
"purchasing", "ship", 0.8933, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"purchasing", "samsung", 0.9333, "undirected", "Identity theft is taxing problem - Post-Bulletin", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jeanne Kelly:  Beware of This Common Creditor Error"
"purchasing", "photograph", 0.9691, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com", "Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com"
