"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"type","credit","0.9938","undirected","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Jason Alderman:  Fixing Errors on Your Credit Report","Jeanne Kelly:  Beware of This Common Creditor Error","Jeanne Kelly:  'Spring Forward' to Protect Your Identity","Free ways to protect against identity theft - CNET"
"type","employ","0.7252","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","12.6 Million Reasons Why Identity Theft Matters - Huffington Post","Adam Levin:  12.6 Million Reasons Why Identity Theft Matters","One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card"
"uniqu","bank","0.9081","undirected"," Bank Card Skimmers Steal Millions","2 men accused of identity theft ring on trial - KHON2","Former bank worker faces computer, ID theft charges - Fairfield Citizen","ID theft jolts Hatch residents - Las Cruces Sun-News","More than dozen hit in identity theft spree - Medina County Gazette"
"uniqu","twitter","0.1965","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Avoiding identity theft-related tax refund fraud - Plain Dealer"
"uniqu","comput","0.8967","undirected"," Identity Thieves Just Love Apple","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","How to Defend Against Identity Theft This Tax Season - CNBC.com","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com"
"uniqu","ident","0.9460","undirected","Have You Ever Been a Victim of Identity Theft? - Lifehacker","Identity theft reaches three year high - CW39 NewsFix","Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News","LSC-Kingwood to host identity theft presentations - Your Houston News","ID theft in LA jumps 37% - WWL First News"
"uniqu","password","0.1831","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Editorial: Countering ID theft requires better awareness campaigns - Engadget"
"user","store","0.9789","undirected","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft, says famous ex-conman - CBS 21","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"user","account","0.7800","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)"
"user","locat","0.9819","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"user","devic","0.9028","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"user","ship","0.9085","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"user","rank","0.8015","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"user","social","0.9161","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"user","websit","0.4818","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"user","email","0.7698","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"user","samsung","0.8039","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"user","photograph","0.5670","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"user","parent","0.9788","undirected","Ann Brenoff:  How I Spy On My Kids Online","Facebook users risk identity theft, says famous ex-conman - CBS 21","Facebook users risk identity theft - RT","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"user","network","0.8091","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"user","uniqu","0.5266","undirected","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"user","android","0.8699","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics"
"user","twitter","0.4412","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"user","person","0.8273","undirected","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","State's Attorney: 'Protect Yourself from Identity Theft' - Patch.com"
"user","comput","0.8442","undirected"," Identity Thieves Just Love Apple","Facebook users risk identity theft - RT","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Facebook users risk identity theft, says famous ex-conman - CBS 21"
"user","internet","0.6625","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"user","student","0.9800","undirected","Ex-student admits guilt in ID theft case - U-T San Diego","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"user","password","0.4667","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Editorial: Countering ID theft requires better awareness campaigns - Engadget"
"util","rate","0.5867","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)","Why Identity Theft Matters - ABC News","South Florida leads nation in identity theft, feds report - Palm Beach Post","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News"
"util","photograph","0.9994","undirected","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette","NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com","Colorado identity theft panelist gets identity stolen from work Monday - Denver Post","Facebook users risk identity theft, says famous ex-conman - CBS 21"
"util","sale","0.9675","undirected"," IRS Announces Crack Down ","Tax refund fraud cases drive up ID theft complaints in 2012: Plain Dealing - Plain Dealer","FTC Releases Top 30 Consumer Complaints of the Year; ID Fraud Is No. 1 - ABC News","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)"
